File name	Work ID	Wikipedia link	Full Sanskrit title	Paired Sanskrit English Delivered	Aligned lines	Alignment quality	Source/copyright Sanskrit	source/copyright English	Editor 	Author(s)	Translator (if available)	not before	not after	length (tokens)	Note	Translation available	PDF on Google Drive	Translation details (if no PDF available)	assigned	completed
SA_MB_Sritattvacintamani_6-10_HK	M00086		pūrṇānanda: tattvacintāmaṇi chapters 06 thru 10				Muktabodha			pūrṇānanda					Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_Sritattvacintamani_11-15_HK	M00087		pūrṇānanda: tattvacintāmaṇi chapters 11 thru 15				Muktabodha			pūrṇānanda					Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_Sritattvacintamanii_16-End_HK	M00088		pūrṇānanda: tattvacintāmaṇi chapters 16 thru end				Muktabodha			pūrṇānanda					Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_STAVACINTAAMANIhk	M00089		bhaṭṭanārayaṇa: stavacintāmaṇi				Muktabodha			bhaṭṭanārayaṇa					This e-text was transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.    Revision 0					
SA_MB_suprabhedagamaHK	M00090		Unknown: suprabhedāgama				Muktabodha								Transcribed by the staff of Muktabodha under the directions of Mark S. G. Dyczkowski.    Revision 1					
SA_MB_SvacchandatantraHK	M00091		Unknown: svacchandatantra				Muktabodha								Transcribed by the staff of Muktabodha under the directions of Mark S. G. Dyczkowski.    Revision 0					
SA_MB_Tantraloka-1-14-HK	M00092		abhinavagupta: tantrāloka chapters 1 thru 14				Muktabodha			abhinavagupta					Transcribed by the staff of Muktabodha under the directions of Mark S. G. Dyczkowski.    Revision 0					
SA_MB_Tantraloka-15-37-HK	M00093		abhinavagupta: tantrāloka chapters 15 thru 38				Muktabodha			abhinavagupta					Transcribed by the staff of Muktabodha under the directions of Mark S. G. Dyczkowski.    Revision 0					
SA_MB_taaraatantramHK	M00094		Unknown: tāratantra				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of mark S. G. Dyczkowski.					
SA_MB_tararahasyaHK	M00095		brahmānanda: tārārahasya				Muktabodha			brahmānanda					Data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_taaraarahasyavrttikaaHK	M00096		Unknown: tārārahasyavṛttikā				Muktabodha								Data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_VamakesvarimataHK	M00097		Unknown: vāmakeśvarīmata				Muktabodha								This e-text was transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.          Revision 0					
SA_MB_varivasyaarahasyaHK	M00098		bhaskarāya: varivasyārahasya				Muktabodha			bhaskarāya					Date entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski .					
SA_MB_vatulanathasutraHK	M00099		vatūlanātha: vātūlanāthasūtra				Muktabodha			vatūlanātha					Date entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski .					
SA_MB_visvasaaratantramHK	M00101		Unknown: visvasāratantra				Muktabodha								E-text transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_advayataarakopanisatHK	M00102		Unknown: advayatārakopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_amrtabinduupanisatHK	M00103		Unknown: amṛtabindūpaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_amrtanaadopanisatHK	M00104		Unknown: amṛtanādopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_brahmavidyaopanisatHK	M00105		Unknown: brahmavidyopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_dhyaanabinduupanisatHK	M00106		Unknown: dhyānabindūpaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_hamsopanisadHK	M00107		Unknown: haṃsopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_ksurikopanisatHK	M00108		Unknown: kṣurikopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_mahaavaakyopanisatCSX	M00109		Unknown: mahāvākyopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_mandalabraahmanopanisaHK	M00110		Unknown: maṇḍalabrāhmaṇopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_naadabinduupanisatHK	M00111		Unknown: nādabindūpaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_paasupatabrahmopanisatHK	M00112		Unknown: pāśupatabrahmopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_saandilyopanisatHK	M00113		Unknown: śāṇḍilyopaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_tejobinduupanisatHK	M00114		Unknown: tejobindūpaniṣat				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_yoginiihrdayamHK	M00115		Unknown: yoginīhṛdaya				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_brhannilatantram-HK	M00116		Unknown: bṛhannīlatantra				Muktabodha													
SA_MB_agamakalpalataHK	M00117		yadunātha: āgamakalpalatā				Muktabodha			yadunātha					Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kriyasaraHK	M00118		nīlakaṇṭha: kriyāsāra volume 1				Muktabodha			nīlakaṇṭha					Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_saktisamgama_tantra_tarakhandaHK	M00119		Unknown: śaktisaṃgamatantra tārākhanda				Muktabodha								Transcribed by the staff of Muktabodha under the direction of Mark Dyczkowski.					
SA_MB_sarvollaasatantraHK	M00120		sarvānanda: sarvollasatantra				Muktabodha			sarvānanda					Transcribed by the staff of Muktabodha under the direction of Mark Dyczkowski.					
SA_MB_yogavishayaHK	M00121		matsyendrānātha: yogaviṣaya				Muktabodha			matsyendrānātha					Data-entered by Mike McGee					
SA_MB_tantrarajatantraHK	M00122		Unknown: tantrarājatantra				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_jayakhyasamhitaHK	M00123		Unknown: jayākhyasaṃhitā				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kamikapurvabhagaHK	M00124		Unknown: kamikāgama pūrvabhāga				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kaamikaagamauttarabhaagaHK	M00125		Unknown: kamikāgama uttarabhāga				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kriyaakramadyotikaaHK	M00126		aghorāśiva: krīyakramādyotikā				Muktabodha			aghorāśiva										
SA_MB_nirvanatantraHK	M00127		Unknown: nirvaṇatantra				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_saktisa.mgamatantra_kalikhandaHK	M00128		Unknown: śaktisaṃgamatantra kālīkhanda				Muktabodha								Transcribed by the staff of Muktabodha under the direction of Mark Dyczkowski.					
SA_MB_saktisamgama_sundarikhandaHK	M00129		Unknown: śaktisaṃgamatantra sundarīkhanda				Muktabodha								Transcribed by the staff of Muktabodha under the direction of Mark Dyczkowski.					
SA_MB_bhutasuddhitantra-HK	M00130		Unknown: bhūtaśuddhitantra				Muktabodha								This e-text was transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_mahotsavavidhikramaHK	M00131		aghoraśiva: mahotsavavidhikrama				Muktabodha			aghoraśiva										
SA_MB_kaamaakhyaatantraHK	M00132		Unknown: kāmākhyātantra				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kaamadhenutantraHK	M00133		Unknown: kāmadhenutantra				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_saaktaanandataramginiiHK	M00134		brahmānandagiri: śāktānandataraṅgiṇī				Muktabodha			brahmānandagiri					Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_sattrimsattattvasamdohaHK	M00151		Unknown: ṣaṭtriṃśāttattvasandoha				Muktabodha								This e-text was transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.      Revision 0					
SA_MB_tantrasaaraHK	M00153		abhinavagupta: tantrasāra				Muktabodha			abhinavagupta					Revision 1					
SA_MB_paratrimsikavivaranaHK	M00154		abhinavagupta: parātriśikāvivṛtī				Muktabodha			abhinavagupta										
SA_MB_janmamaranavicaaraHK	M00155		vāmadeva: janmamaṛanavicāra				Muktabodha			vāmadeva										
SA_MB_maliniijayavartikaHK	M00158		abhinavagupta: mālinīvijayavārtika				Muktabodha			abhinavagupta					This volume is no. 32 of the K.S.T.S. series but it was incorrectly printed as volume 31 on both the english and sanskrit title pages. In one specimen examined the volume no. had been altered by hand (possibly by the printers or publishers) to the correct volume number (i.e. 32) but in another specimen examined it had not been corrected. This volume is erroneous listed as vol. 31 in many (but not all) library and other types of bibliographic records examined including the --Descriptive Analysis of The Kashmir Series of Texts & Studie--, but the first volume of The Svacchanda Tantra is invariably correctly titled as vol. 31 of the K.S.T.S. series.					
SA_MB_maliniivijayottaraHK	M00160		Unknown: mālinīvijayottaratantra				Muktabodha								"The corrections listed in the printed edition have been made directly to the text.

Date-entered by the staff of Muktabodha under the direction of Mark S.G. Dyxzkowski."					
SA_MB_spandanirnayaHK	M00163		kallaṭa attributed author spandakārikā: spandanirṇaya				Muktabodha			kallaṭa attributed author spandakārikā					Photographed from volume 42 of the Kashmir Series of Texts and Studies.					
SA_MB_devinamalavilasaHK	M00166		kaula sahiba: devīnāmavilāsa				Muktabodha			kaula sahiba										
SA_MB_bhagavadgiitaa_ramakanthaHK	M00167		Unknown: bhagavadgītā				Muktabodha													
SA_MB_uddamaresvaratantramHK	M00169		Unknown: uḍḍāmeśvaratantra				Muktabodha								Revision 1					
SA_MB_bodhapancadasikaaHK	M00173		abhinavagupta: bodhapañcadaśikā				Muktabodha			abhinavagupta					Data entered version added					
SA_MB_saivakaalavivekaHK	M00181		Unknown: śaivakalāviveka				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_phetkaariniitantramHK	M00190		Unknown: phetkāriṇītantra				Muktabodha								Data entered by staff of Muktabodha under the supervision of Mark S.G. Dyczkowski					
SA_MB_jnaanasankaliniitantramHK	M00191		Unknown: jñānasaṅkalinītantra				Muktabodha								Data entered by staff of Muktabodha under the supervision of Mark S.G. Dyczkowski					
SA_MB_kaalaanalatantraHK	M00193		Unknown: kālānalatantra				Muktabodha								Data-entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_svacchandapaddhatiHK	M00194		cidānandanātha: svacchandapaddhati				Muktabodha			cidānandanātha					"This text has been edited by Prof. Sītalāprasad ūpādhyāya present head of the Tantrayoga department of Saṃpūrnānanda Sanskrit University, Varanasi.

Muktabodha acknowledges most grateful his generous contribution."					
SA_MB_merutantraHK	M00195		Unknown: merutantra				Muktabodha								Data-entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_pauskarvrttiHK	M00196		jñānaprakāśācārya: pauṣkaravṛtti				Muktabodha			jñānaprakāśācārya					Data-entered by the staff of Muktabodha under the supervision of Mark Dyczkowski.					
SA_MB_isvarapratyabhijnavimarsinivyakhyaHK	M00197		Unknown: īśvarapratyabhijñāvimarśinīvyākhyā				Muktabodha								Data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_amsumatkaasyapaamgamaHK	M00198		Unknown: aṃśumatkāśyapāgama				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kincittantraHK	M00199		Unknown: kiñcitatantra				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_dvisatikaalottaramHK	M00200		Unknown: dviśatikālottara				Muktabodha								Data entered by the staff of Muktabodha under the direction of Mark S.G. Dyczkowski.					
SA_MB_candrajnaanaagamaHK	M00201		Unknown: candrajñānāgama vīraśaiva rescension				Muktabodha								"Made possible by the authorization and kind permission of ārādhya Candraśekharasvāmī head of jaṃgamavāḍī maṭha vārāṇasī and president of the śaivabhāratī - śodhapratiṣṭhāna   

Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski."					
SA_MB_makutaagama_viirasaivaHK	M00202		Unknown: makuṭāgama vīraśaiva rescension				Muktabodha								"Data-entered by the staff of Muktabodha under
the supervision of Mark S.G. Dyczkowski."					
SA_MB_TridasadaamaratantresiddhikaaliistotramHK	M00203		Unknown: tridaśaḍāmaratantre siddhikaalīstotra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_TridasadaamaraapratyaHK	M00204		Unknown: tridaśaḍāmarāpratyaṅgirāviśayakanānātantra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_MahaayaagakramaHK	M00205		bhaskararaya: mahāyāgakrama				Muktabodha			bhaskararaya					Data-entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_laksmiitantraHK	M00206		Unknown: lakṣmītantra				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_sidhaantasikhaamaniHK	M00207		śivayogiśivācārya: siddhāntaśikhāmaṇi				Muktabodha			śivayogiśivācārya					Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_karanagamaHK	M00208		Unknown: karaṇāgama				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_sivadharmaHK	M00209		Unknown: śivadharma				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_sivadharma_nandiproktaHK	M00210		Unknown: śivadharma nandiprokta				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_sivadharmottaraHK	M00211		Unknown: śivadharmottara				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_mrigendrapaddhatitiikaaHK	M00212		Unknown: mṛgendrapaddhatiṭīkā				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_yogasarasamgrahaHK	M00213		Unknown: yogasārasaṃgraha				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_parasuramakalpasutraHK	M00214		Unknown: paraśurāmakalpasūtra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_Paraatrisikaavivrtti_berlinHK	M00215		Unknown: parātriśikāvivṛti				Muktabodha								"This e-text was created by the staff of Muktabodha under the
supervision of Mark S.G. Dyczkowski from manuscript Hs. Or. 11633 with written permission of the STAATSBIBLIOTHEK ZU BERLIN PREUSSISCHER KULTURBESITZ ORIENTABTEILUNG."					
SA_MB_gurustutiratnavaliHK	M00216		govindakaula: gurustutiratnāvalī				Muktabodha			govindakaula					Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski from manuscript hs or. 11126  with written permission from Staatsbibliothek zu Berlin   Preussischer Kulturbesitz Orientabteilung .					
SA_MB_srividyarnavatantramHK	M00217		śrīvidyāraṇyayati: śrīvidyārṇavatantra				Muktabodha			śrīvidyāraṇyayati					Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_paramesvariitantraHK	M00218		Unknown: parameśvarīmatatantra				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski from NGMPP reel no					
SA_MB_vatulottaraHK	M00219		Unknown: vatullotarāgama				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski from IFP transcript 624					
SA_MB_somasambhupaddhativyakhyaHK	M00220		Unknown: somaśambhupaddhativyākhyā				Muktabodha								Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski from IFP transcript T0170					
SA_MB_tripuraarahasyamHK	M00221		Unknown: tripurārahasya māhatmyakaṇḍham				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_vaarunapaddhatiHK	M00223		varuṇaśivācārya: vāruṇapaddhati				Muktabodha			varuṇaśivācārya										
SA_MB_sivajnaanasiddhiHK	M00226		Unknown: śivajñānasiddhi				Muktabodha								Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.					
SA_MB_sarvajnaanottaravrittiHK	M00227		aghoraśivācārya: sarvajñānottaravṛttiḥ				Muktabodha			aghoraśivācārya					Copied from IFP/EFEO transcript T00985 by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_saivaagamaadimaahaatmyamHK	M00228		jñānaprakāśa: śaivāgamādimāhātmya				Muktabodha			jñānaprakāśa					Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_mantrakaumudiiHK	M00229		devanātha thakkur: mantrakaumudii				Muktabodha			devanātha thakkur					Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kaulaavaliinirnayaHK	M00231		jñānānandaparamahaṃsa: kaulāvalīnirṇaya				Muktabodha			jñānānandaparamahaṃsa					Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kriyaasaaratattvaprakaasiniivyaakhyaaHK	M00232		Unknown: kriyāsāratattvaprakāśinīvyākhyā				Muktabodha								Data entered by the staff of Muktabodha under the direction of Mark S. G. dyczkowski.					
SA_MB_iisaanasivagurudevapaddhati4HK	M00233		īśānaśivagurudeva: īśānaśivagurudevapaddhati Volume 4				Muktabodha			īśānaśivagurudeva					Data-entered by the staff of Muktabodha under the supervision of Mark Dyczkowski.					
SA_MB_diiksaadarsaHK	M00234		vedajñāna: dīkṣādarśa				Muktabodha			vedajñāna					Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kaalahastiisavilaasaHK	M00235		Unknown: kālahastīśavilāsa				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_karpuuraadistotramHK	M00236		Unknown: karpūrādistotra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_aasaucadiipikaaHK	M00237		vedajñāna: āśaucyadiipikaa				Muktabodha			vedajñāna					Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_sriitatvanidhiHK	M00238		kṛṣṇarāja vodeyar: śrītattvanidhiḥ				Muktabodha			kṛṣṇarāja vodeyar					Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kaamaratnatantraHK	M00239		Unknown: kāmaratnatantra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_varunapaddhativyaakhyaaT1034HK	M00240		Unknown: varuṇpaddhativyākhyā				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_hathayogapradiipikaaHK	M00243		svātmārāma: haṭhayogapradīpikā				Muktabodha			svātmārāma					Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_gitarthasamgrahaHK	M00244		Unknown: bhagavadgītā				Muktabodha								E-texts entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.					
SA_MB_diiksaapaddhatiHK	M00245		Unknown: dīkṣāpaddhati				Muktabodha								"Data entered by the staff of Muktabodha under the supervision of Mark S. G.Dyczkowski.

This manuscript contains copious additions written in smaller characters on the margin on both sides as well as above and below. These noted in round brackets."					
SA_MB_agnikaaryapaddhatiHK.	M00246		Unknown: agnikāryapaddhati				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_uddharakosaHK	M00247		Unknown: uddhārakośa				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_kalottaragamaHK	M00248		Unknown: kālottara				Muktabodha								"Copied from IFP/EFEO transcript T0059 which is from a MS belonging to the GOML, Madras, No. R 14343. 

Data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski."					
SA_MB_satsahasrakalottaragamaHK	M00249		Unknown: ṣatṣahasrakālottarāgama				Muktabodha								"Copied from IFP/EFEO transcript T0767.

Data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski."					
SA_MB_yogajagamaHK	M00250		Unknown: yogajāgama				Muktabodha								"Copied from IFP/EFEO transcript T0024.

Data-entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski."					
SA_MB_nisvasakarikatantramHK	M00251		Unknown: niśvāsakārikā				Muktabodha								Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.					
SA_MB_lalitaagamaHK	M00252		Unknown: lalitāgama				Muktabodha								Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.					
SA_MB_viiraagamaHK	M00253		Unknown: vīrāgama				Muktabodha								Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.					
SA_MB_saivasiddhantaparibhasamanjariHK	M00254		vedajñāna: śaivasiddhāntaparibhāṣāmañjarī				Muktabodha			vedajñāna					Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.					
SA_MB_mrgendravrttidiipikaHK	M00255		aghoraśivācārya: mṛgendravṛttidīpikā				Muktabodha			aghoraśivācārya					Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.					
SA_MB_prodgitagamaHK	M00256		Unknown: prodgītāgama				Muktabodha								Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.					
SA_MB_siddhalaksmipujapaddhatiHK	M00257		Unknown: siddhalakṣṃīpūjāpaddhati				Muktabodha								Date entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_timirodghataHK	M00258		Unknown: timirodhghāṭatantra				Muktabodha								Data entered by the staff of Muktabodha under the direction of Mark S.G. Dyczkowski.					
SA_MB_pauskarasamhitaHK	M00259		Unknown: pauṣkara saṃhitā				Muktabodha								Data entered by the staff of Muktabodha under the direction of Mark S. G. Dyczowski.					
SA_MB_stutikusumaanjaliHK	M00260		jagaddhara bhaṭṭa: stutikusumāñjali				Muktabodha			jagaddhara bhaṭṭa					Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_satcakranirnayaHK	M00261		Unknown: ṣaṭcakranirṇaya				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_brahmasandhanaHK	M00262		Unknown: brahmasandhāna				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_candrajnanaHK	M00263		Unknown: candrajñānāgama				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_hamsasaraHK	M00264		Unknown: haṃsasāra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_jnanasaraHK	M00265		Unknown: jñānasāra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_niruttaravadaHK	M00266		Unknown: niruttaravāda				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_nirvanayogottaraHK	M00267		Unknown: nirvāṇayogottara				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_pranagnihotraHK	M00268		Unknown: prāṇāgnihotra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_subodhamanjariHK	M00269		Unknown: subodhamañjarī				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_sukavakyaHK	M00270		Unknown: śukavākya				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_vijnanabhairavaHK	M00271		Unknown: vijñānabhairava				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_acintyavisvasadakhyaHK	M00272		Unknown: acintyaviśvasādākhyam				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_candrajnanagamaHK	M00273		Unknown: candrajñānāgama				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_kulalasastraHK	M00274		Unknown: kulālaśāstra				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_unmattabhairavaHK	M00275		Unknown: unmattabhairava				Muktabodha								Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.					
SA_MB_umasamhitaHK	M00276		Unknown: umāsaṃhitā				Muktabodha								Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.					
SA_MB_bhavachudamaniHK	M00277		vidyākaṇṭha: bhāvacūḍāmaṇi				Muktabodha			vidyākaṇṭha					Revision 0					
SA_MB_kriyakalagunottaramHK	M00278		Unknown: kriyākālaguṇottara				Muktabodha								Revision 0					
SA_MB_diiksottaraHK	M00279		Unknown: dīkṣottara				Muktabodha								Revision 0					
SA_MB_nisvaasakaarikaatantram1HK	M00280		Unknown: nisvāsakārikā				Muktabodha								Revision 0					
SA_MB_yogapiithakramodayaHK	M00281		Unknown: yogapīṭhakramodaya				Muktabodha								Revision 0					
SA_MB_kamakalavilasaHK	M00282		puṇyānanda: kāmakalāvilāsa				Muktabodha			puṇyānanda					Revision 0					
SA_MB_haharavatantraHK	M00283		Unknown: hāhārāvatantra				Muktabodha								Revision 0					
SA_MB_kulanandadiHK	M00284		Unknown: kulānandādi				Muktabodha								In the manuscript anusvāra and visarga occur together.					
SA_MB_KulasaaraHK	M00285		Unknown: kulasāra				Muktabodha								Revision 0					
SA_MB_ascaryayogamalaHK	M00286		nāgārjuna: āścaryayogamālā				Muktabodha			nāgārjuna					Revision 0					
SA_MB_kakacandesvarimataHK	M00287		Unknown: kākacaṇḍeśvarīmata				Muktabodha								Revision 0					
SA_MB_GoraksayogasastraHK	M00288		gorakṣanātha attributed to: gorakṣayogaśāstram				Muktabodha			gorakṣanātha attributed to					December 17, 2013					
SA_MB_TattvaratnaavaliiHK	M00290		vimalaśiva: tattvaratnāvalī				Muktabodha			vimalaśiva					Revision 0					
SA_MB_goraksagutikaHK	M00291		gorakṣanātha: gorakṣaguṭikā				Muktabodha			gorakṣanātha					Revision 0					
SA_MB_mantrakosaHK	M00292		āśāditya tripāṭhi: mantrakoṣa				Muktabodha			āśāditya tripāṭhi					Revision 0					
SA_MB_kalikalpalataHK	M00293		vimarśānandanātha: kālīkalpalatā				Muktabodha			vimarśānandanātha					Revision 0					
