work	source	n_chunks	ling_est	nb	na	post_median	crI_lo95	crI_hi95	title
SA_MB_naresvarapariiksaaHK	anchor	45	1013	675.0	725.0	702	653	751	sadyojyoti: nareśvaraparīkṣā
SA_GS41_lilavatu	anchor	20	756	600.0	799.0	702	586	819	Līlāvatī
SA_MB_tattvasamgrahaHK	anchor	8	1168	650.0	750.0	702	645	761	sadyojyoti: āṣṭaprakaraṇa tattvasaṃgraha
SA_MB_moksakarikaHK	anchor	11	1081	675.0	725.0	702	652	751	sadyojyoti: āṣṭaprakaraṇa mokṣakārikā
SA_MB_JnanarnavaTantraHK	inferred	34	705			702	180	1222	Unknown: jñānārṇavatantra
SA_MB_paramoksanirasakarikaHK	anchor	10	1038	675.0	725.0	702	654	750	sadyojyoti: āṣṭaprakaraṇa paramokṣanirāsakārikā
SA_GSP28_mimslovu	anchor	70	949	650.0	750.0	703	644	763	Mīmāṃsāślokavārttika
SA_T01_n806u	anchor	1	1154	600.0	799.0	703	587	821	Tārānamaskāraikaviṃśatistotra [Āryatārānamaskāraikaviṃśatistotra]
SA_T04_bsa008_u	inferred	1	772			705	-89	1514	Garbhasaṅgraha
SA_MB_vijayottaratantraHK	inferred	15	720			705	165	1263	Unknown: vijayottaratantra
SA_MB_karanagamaHK	inferred	18	711			705	170	1248	Unknown: karaṇāgama
SA_K01_n2892u	inferred	6	737			706	114	1320	Vajrasatvapārājikā [Vajrasattvapārājikā]
SA_MB_vijnanabhairavaHK	inferred	3	725			706	51	1367	Unknown: vijñānabhairava
SA_GSP31_tattvmiu	inferred	3	718			707	44	1363	Tattvamīmāṃsā
SA_T07_vabhdicu	anchor	71	476	450.0	600.0	708	700	738	Vibhāṣāprabhāvṛtti
SA_K14_ahovk2_u	inferred	2	695			708	-25	1402	Ahorātravratakathā 2
SA_K14_n192u	inferred	22	717			708	166	1244	Mahāsattvamaṇicūḍamahārājabodhisattvāvadāna
SA_T04_acatstvu	inferred	2	734			708	19	1436	Catuḥstavasamāsārtha [Catuḥstavasamārtha]
SA_K12_mamuka	anchor	182	480	500.0	1100.0	708	414	1003	Mañjuśrīmūlakalpa [Āryamañjuśrī Mūlakalpa]
SA_GSP31_tatsuvru	inferred	5	718			709	123	1336	Tattvasamāsasūtravṛtti [Kramadīpikā]
SA_MB_kalasaarcanavidhiHK	inferred	8	732			709	144	1275	Unknown: kalaśārcanavidhi of siddhalakṣmīdevī
SA_T01_n824u	inferred	1	740			710	-60	1511	Rakṣākāla(kara)stava
SA_GSP33_bhbhg_cu	anchor	80	975	600.0	799.0	711	589	828	Bhagavadāśayānusaraṇabhāsya
SA_K12_bsu041_u	anchor	207	495	500.0	1100.0	711	428	1002	Mañjuśrīmūlakalpa [Āryamañjuśrī Mūlakalpa]
SA_T02_n2912u	anchor	3	665	675.0	750.0	711	664	761	Prajñopāyaviniścayasiddhi
SA_GP12_kurmp2_u	anchor	57	869	550.0	850.0	712	547	881	Kūrma-Purāṇa 2
SA_MB_acintyavisvasadakhyaHK	inferred	135	718			712	215	1227	Unknown: acintyaviśvasādākhyam
SA_T01_n877u	inferred	1	759			712	-109	1539	Śākyasiṃhastotra: surapatikṛtam
SA_MB_aniruddhasamhitaaHK	inferred	38	722			713	191	1223	Unknown: aniruddhasaṃhitā
SA_MB_uddamaresvaratantramHK	inferred	20	712			714	192	1226	Unknown: uḍḍāmeśvaratantra
SA_K02_bsu057_u	inferred	1	728			715	-108	1533	Advayaśatikā Prajñāpāramitāsūtra
SA_T01_n869u	inferred	1	739			715	-101	1544	Buddhagadyaya [Buddhagajjaya]
SA_T01_n875u	inferred	1	748			715	-100	1532	Śākyasiṃhastotra: navagrahakṛtam
SA_MB_bhogakarikaHK	anchor	12	1066	675.0	750.0	715	668	764	sadyojyoti: āṣṭaprakaraṇa bhogakārikā
SA_MB_phetkaariniitantramHK	inferred	31	732			715	209	1230	Unknown: phetkāriṇītantra
SA_MB_jayakhyasamhitaHK	inferred	106	725			715	196	1212	Unknown: jayākhyasaṃhitā
SA_K14_ahovk1_u	inferred	3	747			716	79	1398	Ahorātravratakathā 1
SA_T02_khasrpsu	inferred	1	761			716	-69	1517	Khasarpaṇasādhana
SA_T01_n901u	inferred	1	736			716	-86	1492	Māravijayastotra
SA_MB_TridasadaamaraapratyaHK	inferred	36	738			716	195	1238	Unknown: tridaśaḍāmarāpratyaṅgirāviśayakanānātantra
SA_MB_viiraagamaHK	inferred	82	715			717	200	1226	Unknown: vīrāgama
SA_GP12_kurmp1_u	anchor	66	913	550.0	850.0	717	554	889	Kūrma-Purāṇa 1
SA_MB_kaalottaratantramHK	inferred	105	740			720	240	1232	Unknown: kāllotara
SA_GSP33_brasusau	anchor	101	147	700.0	750.0	721	672	770	Brahmasūtra (Śaṅkarabhāṣya)
SA_MB_subodhamanjariHK	inferred	1	764			721	-69	1507	Unknown: subodhamañjarī
SA_T13_n3004u	inferred	1	783			721	-55	1559	Paścāttāpa
SA_T01_n852u	inferred	1	767			722	-68	1532	Vajramahākālastotra
SA_MB_urddhvamnayapujavidhiHK	inferred	12	730			722	172	1283	Unknown: urddhvāmnāyapūjāvidhi
SA_MB_visvasaaratantramHK	inferred	81	731			723	217	1230	Unknown: visvasāratantra
SA_T01_n812u	inferred	1	769			723	-40	1503	Avadhānastotra [Vandanāstava]
SA_MB_yogajagamaHK	inferred	40	736			723	216	1257	Unknown: yogajāgama
SA_T04_bsa014_u	anchor	1	364	685.0	763.0	724	673	772	Śikṣāsamuccayakārikā
SA_T01_tarasdhu	anchor	2	927	700.0	750.0	725	676	775	Tārāsragdharāstotra
SA_GK19_bhago	anchor	21	802	700.0	750.0	726	676	775	Bhaj-Govindam
SA_K10_bsu025_u	inferred	1	796			726	-64	1512	Nairātmyaparipṛcchāmahāyānasūtra
SA_GK19_jalmugpu	inferred	2	763			728	23	1418	Mugdhopadeśa
SA_GS40_samapviu	inferred	21	737			731	188	1243	Āyurvedamahodadhau Annapānavidhi
SA_MB_kulasaraHK	inferred	18	745			732	182	1240	Unknown: kulasāra
SA_T02_garbhasamgraha	inferred	1	805			733	-71	1560	Garbhasaṃgraha
SA_GR13_svact_pu	anchor	74	559	600.0	900.0	734	563	904	Svacchandatantra [Svacchandabhairavatantra]
SA_MB_parakramapujaHK	inferred	30	753			734	240	1256	Unknown: parākramapūjā
SA_MB_RudraYamalaHK	inferred	157	750			734	238	1241	Unknown: rudrayamalatantra uttarakāṇḍa
SA_MB_purascaryaarnava-2-HK	inferred	91	750			735	224	1232	Unknown: puraścaryārṇava volume 2
SA_MB_taaraatantramHK	inferred	6	762			736	141	1343	Unknown: tāratantra
SA_T02_Nāropā_Sekoddeśaṭīkā_Carelli_1941	inferred	22	749			736	216	1278	
SA_GSP30_vijnbhau	anchor	3	770	600.0	875.0	736	581	895	Vijñānabhairava
SA_T11_n2992u	anchor	21	822	700.0	770.0	736	687	785	Viśālāmalavatī Pramāṇasamuccayaṭīkā
SA_GR13_stkal_pu	anchor	7	535	600.0	899.0	736	566	909	Sārdhatriśatikālottarāgama
SA_MB_maliniivijayottaraHK	inferred	28	758			736	223	1255	Unknown: mālinīvijayottaratantra
SA_T02_rabhramu	inferred	3	770			736	76	1388	Bhramaharanāma Hevajrasādhana
SA_T01_n829u	inferred	1	783			737	-93	1517	Saptavidhānuttarastotra
SA_T17_n958u	inferred	43	757			737	221	1264	Bauddhatantrakośa I
SA_T14_tarkrplu	inferred	4	769			738	99	1380	Pratyakṣalakṣaṇa
SA_T02_Candrakīrti_Pradīpoddyotana-Guhyasamājatantra_Chakravarti_1984	inferred	62	748			738	203	1238	
SA_T01_n871u	inferred	1	841			739	-59	1535	Nāmāṣṭaśatakaya
SA_T02_n2932u	inferred	5	776			739	136	1345	Adhyātmasāraśataka [Adhyātmasāraśatakasaṭīka]
SA_T02_n798u	inferred	3	781			740	87	1393	Ḍākinījālasaṃvararahasya
SA_T02_Saroruha_Hevajra_Gerloff_2017	inferred	3	797			740	80	1420	
SA_MB_durgarcanasrtiHK	inferred	89	752			741	242	1242	lakṣmīnārāyaṇa goswāmī: durgārcanaṣṛti
SA_T01_n842u	inferred	2	796			742	34	1479	Buddhagaṇḍīstava
SA_K01_n2894u	inferred	1	828			742	-31	1535	Saddharmapārājikā
SA_T01_n817u	inferred	1	872			743	-69	1533	Avalokiteśvarastotra
SA_T02_Advayavajra_saṃgraha_Bhattacharyya_1927	inferred	10	759			743	177	1297	
SA_T05_n1110u	inferred	9	768			744	191	1301	Bodhyāpattideśanāvṛtti
SA_T01_n804u	inferred	3	771			744	61	1396	Vikramāraccivaibhava
SA_MB_kulanandadiHK	inferred	7	774			745	161	1333	Unknown: kulānandādi
SA_T04_tat	anchor	22	888	725.0	788.0	745	699	788	Tattvasaṃgraha
SA_T15_bsa060_u	inferred	2	784			745	20	1454	Śatagāthā
SA_T11_arhebt_u	anchor	65	800	700.0	790.0	745	693	800	Hetubinduṭīkā
SA_MB_niruttaravadaHK	inferred	5	765			745	127	1353	Unknown: niruttaravāda
SA_T11_arhebt2u	anchor	60	788	700.0	790.0	745	692	797	Hetubinduṭīkā
SA_T04_sanssr	anchor	84	431	700.0	799.0	746	690	806	Śikṣāsamuccaya
SA_K01_n2904u	inferred	3	767			746	64	1395	Lokeśvarapārājikā
SA_T14_bsu059_u	inferred	2	810			747	31	1462	Samyaksambuddhabhāṣita pratimālakṣaṇa
SA_MB_madhyapii.thapujavidhiHK	inferred	7	781			747	161	1333	Unknown: madhyapīṭhapūjāvidhi
SA_MB_TattvaratnaavaliiHK	inferred	8	767			747	169	1325	vimalaśiva: tattvaratnāvalī
SA_T01_n868u	inferred	1	825			748	-56	1575	Buddhabhaṭṭārakastotra
SA_GS40_vagaah_u	anchor	183	619	700.0	800.0	749	690	807	Aṣṭāṅgahṛdayasūtra
SA_T04_bsa003_u	anchor	19	715	700.0	799.0	749	692	807	Bodhicaryāvatāra [Bodhisattvacaryāvatāra]
SA_T03_n1146u	anchor	149	761	700.0	799.0	749	693	808	Abhisamayālaṃkārāloka [Abhisamayālaṅkārāloka]
SA_MB_TridasadaamaratantresiddhikaaliistotramHK	inferred	12	773			749	198	1282	Unknown: tridaśaḍāmaratantre siddhikaalīstotra
SA_T04_santbcpu	anchor	19	768	700.0	799.0	750	692	809	Bodhicaryāvatāra [Bodhisattvacaryāvatāra]
SA_GR12_hsasvrpu	anchor	15	833	700.0	799.0	750	692	807	Śāstravārtāsamuccaya
SA_GR14_harinc_u	inferred	25	772			750	212	1272	Harināmacintāmaṇi
SA_T11_sbpramvu	anchor	19	857	700.0	799.0	750	689	806	Pramāṇavārttikaṭīkā
SA_T01_n878u	inferred	1	824			750	-21	1565	Śākyasiṃhastotra: viṣṇukṛtam
SA_T08_jsphustu	anchor	21	849	700.0	799.0	750	691	810	Sphuṭārthā Śrīghanācārasaṃgrahaṭīkā
SA_T06_n1290u	anchor	4	702	720.0	780.0	750	703	797	Bāhyarthasiddhikārikānāma
SA_T11_bsa066_u	anchor	12	928	700.0	799.0	750	690	808	Nyāyapraveśapravṛtti
SA_MB_KulasaaraHK	inferred	7	769			750	170	1336	Unknown: kulasāra
SA_MB_mohacudottaramHK	inferred	23	785			752	231	1292	Unknown: mohacūḍottara
SA_GK21_hitop_u	anchor	38	920	700.0	800.0	752	695	810	Hitopadeśa
SA_GK21_brkas_pu	anchor	180	782	600.0	899.0	753	583	927	Bṛhatkathāślokasaṃgraha
SA_T01_n890u	inferred	1	825			753	-33	1549	Svayaṃbhūstava
SA_T02_n1397u	inferred	3	806			754	73	1419	Guhyavajravilāsinīsādhana
SA_GK19_mala	anchor	91	1087	700.0	800.0	754	693	814	Mālatīmādhava
SA_MB_pauskarasamhitaHK	inferred	120	770			755	236	1253	Unknown: pauṣkara saṃhitā
SA_T01_n838u	inferred	1	839			755	-50	1570	Ṣaṭtriṃśatsaṃvarastuti
SA_MB_mahaalak.smiidiipadaanavidhiHK	inferred	9	780			755	158	1329	Unknown: mahālakṣmīdīpadānavidhiḥ
SA_T02_n2886u	inferred	11	791			756	213	1318	Samājasādhanavyavastholi
SA_GR13_mrgt1mpu	anchor	9	887	600.0	900.0	756	591	931	Mṛgendrāgama [Mṛgendratantra]: 1. Vidyāpāda
SA_T11_n1226u	anchor	42	822	725.0	788.0	758	710	803	Vādanyāyaṭīkā
SA_T01_n845u	inferred	1	898			758	-29	1578	Hāratīstotra
SA_MB_purascaryaarnava-3-HK	inferred	117	782			759	255	1262	Unknown: puraścaryārṇava volume 3
SA_MB_svacchandapaddhatiHK	inferred	45	781			759	249	1262	cidānandanātha: svacchandapaddhati
SA_MB_goraksagutikaHK	inferred	11	792			760	201	1304	gorakṣanātha: gorakṣaguṭikā
SA_MB_jnanasaraHK	inferred	2	809			760	40	1450	Unknown: jñānasāra
SA_MB_ksurikopanisatHK	inferred	1	884			760	-37	1549	Unknown: kṣurikopaniṣat
SA_T11_n2848u	inferred	4	802			761	118	1402	Bauddha manīṣā- Bauddheṣu Pramāṇamīmāṃsā
SA_MB_nisvaasakaarikaatantram1HK	inferred	63	796			762	253	1267	Unknown: nisvāsakārikā
SA_T02_n1426u	anchor	6	632	725.0	800.0	762	712	810	Tattvasiddhi
SA_MB_sakalaagamasaarasangrahaHK	inferred	62	785			762	248	1264	Unknown: sakalāgamasārasaṅgraha
SA_MB_makutaagama_viirasaivaHK	inferred	11	791			762	210	1307	Unknown: makuṭāgama vīraśaiva rescension
SA_T01_n2888u	inferred	1	864			763	-45	1573	Dvādaśakāranayastotra
SA_MB_cinmayadiksavidhanamHK	inferred	9	800			764	178	1337	Unknown: cinmayadīkṣāvidhāna
SA_T02_sunytjsu	inferred	2	849			764	83	1487	Tattvajñānasaṃsiddhi [Tatvajñānasaṃsiddhi]
SA_MB_mahaanirvaanatantramHK	inferred	119	798			764	277	1252	Unknown: mahānirvānatantra
SA_GSP31_tttvsamu	anchor	1	513	300.0	1400.0	765	266	1258	Tattvasamāsa
SA_T02_n1414u	inferred	7	805			765	187	1355	Śrīvajravārāhīsādhana
SA_T01_n894u	inferred	1	893			766	-17	1529	Mahogratārāṣṭakastotra
SA_T02_Muniśrībhadra_Pañcakrama-Yogimanoharā_Jiang-Tomabechi_1996	inferred	14	801			766	224	1286	
SA_T04_bsa047	anchor	20	648	740.0	795.0	766	719	816	Bhāvanākrama
SA_MB_kaulaavaliinirnayaHK	inferred	83	799			767	265	1285	jñānānandaparamahaṃsa: kaulāvalīnirṇaya
SA_MB_agamakalpalataHK	inferred	188	793			767	276	1275	yadunātha: āgamakalpalatā
SA_T03_kamvchtu	anchor	31	823	740.0	795.0	767	718	816	Prajñāpāramitāvajracchedikāṭīkā
SA_T04_ksmadhlu	anchor	49	833	740.0	795.0	768	718	814	Madhyamakāloka
SA_GSD36_ys182_pu	inferred	4	814			768	143	1402	Bṛhadyamasmṛti
SA_GR14_visvaksu	anchor	84	635	600.0	1000.0	773	554	988	Viṣvaksenasaṃhitā
SA_MB_urdhvamnayadamanarohanapaddhatiHK	inferred	6	821			773	168	1343	Unknown: urddhvāmnāya damanārohaṇapaddhati
SA_MB_phe.takapratis.thacandikagnividhiHK	inferred	25	812			773	257	1280	Unknown: pheṭakapratiṣṭhācaṇḍikāgnividhi
SA_GSD36_angirspu	inferred	28	804			774	253	1272	Āṅgirasasmṛti
SA_MB_siddhalaksmipujapaddhatiHK	inferred	7	828			774	201	1359	Unknown: siddhalakṣṃīpūjāpaddhati
SA_GK19_bahcarpu	inferred	1	905			774	-19	1586	Harṣacarita: Pariśiṣṭa
SA_MB_mantradaanavidhiHK	inferred	1	877			775	-24	1558	Unknown: mahādānavidhiḥ
SA_MB_diiksaaprakaasaHK	inferred	34	806			775	255	1299	raghunandanaprasāda śukla: dīkṣāprakāśa
SA_GK16_udkassku	anchor	2	954	750.0	800.0	775	726	823	Kāvyālaṃkārasārasaṃgraha
SA_T17_sabhivpu	inferred	5	822			776	155	1367	Sabhikasaugataśāsanapravrajyāvratacaraṇaparivarta
SA_GK16_udkass_u	anchor	25	964	750.0	800.0	776	727	825	Kāvyālaṃkārasārasaṃgraha
SA_MB_kamkaalamaaliniitantraHK	inferred	11	813			776	215	1309	Unknown: kaṅkālamālinītantra
SA_MB_saktisamgama_sundarikhandaHK	inferred	39	806			777	277	1298	Unknown: śaktisaṃgamatantra sundarīkhanda
SA_GSP31_kestprau	inferred	2	844			777	54	1495	Sāṃkhyatattvapradīpikā [Sāṃkhyārthatattvapradīpikā]
SA_GSD36_ys-99_pu	inferred	2	833			777	80	1492	Laghuyamasmṛti
SA_MB_tripuraarahasyamHK	inferred	52	807			779	277	1295	Unknown: tripurārahasya māhatmyakaṇḍham
SA_MB_asesakulavallariHK	inferred	3	841			779	108	1455	gaṇananāthabhaṭṭa: aśeṣakulavallarī
SA_T04_tatpa	anchor	247	838	740.0	795.0	780	738	825	Tattvasaṃgrahapañcikā
SA_MB_bhutasuddhitantra-HK	inferred	12	826			781	234	1348	Unknown: bhūtaśuddhitantra
SA_GK22_msubhs	inferred	206	819			781	286	1280	Mahāsubhāṣitasaṅgraha
SA_T02_Jñānacandra_Mahāsukhaprakāśikā-Tattvajñānasaṃsiddhi_DharmodayaSabha_1956	inferred	5	841			781	162	1403	
SA_MB_nirvanatantraHK	inferred	10	827			784	232	1346	Unknown: nirvaṇatantra
SA_MB_T-334-sarvajnanottaramHK	inferred	29	811			784	257	1297	Unknown: sarvajñānottara
SA_T03_bsa031_u	anchor	22	704	750.0	820.0	785	736	833	Abhisamayālaṅkāravṛttiḥ sphuṭārthā
SA_MB_DeviirahasyaHK	inferred	129	814			785	295	1292	Unknown: devīrahasya
SA_MB_mahaalak.smiipuujaavidhiHK	inferred	2	858			787	77	1513	Unknown: mahālakṣmīpūjāvidhiḥ
SA_T01_n814u	inferred	1	915			787	7	1597	Avalokiteśvarāṣṭakastotra
SA_T02_Prabhākaragupta-Śiromaṇi_Adhyātmasāraśatakaṭīkā_Dhīḥ_1998	inferred	21	821			787	272	1307	
SA_K12_ganphrdu	anchor	1	603	600.0	1000.0	788	559	1018	Gaṇapatihṛdaya-Dhāraṇī
SA_MB_saktisamgama_tantra_tarakhandaHK	inferred	46	823			788	291	1306	Unknown: śaktisaṃgamatantra tārākhanda
SA_K12_n2967u	anchor	29	604	700.0	899.0	789	675	909	Śrīguhyasamājatantra
SA_MB_saubhagyataranginiHK	inferred	28	817			789	273	1290	mukunda: saubhāgyataraṅgiṇī
SA_GR13_devikapu	anchor	2	701	600.0	1000.0	789	564	1013	Devīkālottara-Āgama
SA_GSP31_tsc_simu	inferred	8	815			790	206	1348	Sāṃkhyatattvavivecana
SA_MB_paramesvariitantraHK	inferred	70	822			790	274	1293	Unknown: parameśvarīmatatantra
SA_MB_maahesvaratantramHK	inferred	65	823			790	299	1299	Unknown: māheśvaratantra
SA_GP11_brahmppu	anchor	290	539	600.0	1300.0	791	476	1110	Brahma-Purāṇa
SA_T02_Candrakīrti_Pradīpoddyotana-Guhyasamājatantra_Dhīḥ_2009	inferred	12	822			792	231	1345	
SA_MB_NigamasaranirnayaHK	inferred	52	825			793	273	1303	<ramAramaNadeva: nigamasāranirṇaya
SA_MB_kriyakalagunottaramHK	inferred	39	824			793	263	1298	Unknown: kriyākālaguṇottara
SA_GK16_vamkalsu	anchor	4	521	700.0	899.0	793	677	908	Kāvyālaṅkārasūtra
SA_GR13_malinivu	anchor	26	662	700.0	900.0	794	677	909	Mālinīvijayottaratantra
SA_GS40_yogasatu	anchor	3	820	600.0	999.0	795	572	1026	Yogaśataka
SA_MB_ucchistacandaaliniikalpaHK	inferred	2	898			796	92	1503	Unknown: ucchiṣṭacāṇḍālinīkalpa
SA_MB_nisvasakarikatantramHK	inferred	62	840			796	293	1308	Unknown: niśvāsakārikā
SA_MB_anuttaraprakasapancasikaHK	inferred	1	962			798	5	1619	ādyanātha: anuttaraprakāśapañcāśikā
SA_T02_n1413u	anchor	17	636	750.0	850.0	798	739	855	Sarahapādasya dohākoṣa
SA_MB_ahirbudhnyasamhitaVol1HK	inferred	59	833			799	288	1298	Unknown: ahirbudhnya saṃhita Volume 1
SA_T02_n2988u	anchor	12	786	750.0	850.0	799	740	860	Jñānasiddhi
SA_GR13_mrgt4mpu	anchor	2	778	700.0	900.0	799	683	915	Mṛgendrāgama [Mṛgendratantra]: 4. Yogapāda
SA_T11_kgpramv	anchor	187	865	750.0	850.0	800	739	861	Pramāṇavārttikavṛtti Commentary
SA_MB_kalaagniyajnavidhiHK	inferred	14	855			800	268	1348	Unknown: kālāgniyajñavidhi
SA_GK19_damkuttu	anchor	21	901	775.0	825.0	800	750	849	Kuṭṭanīmata
SA_MB_mantrakosaHK	inferred	55	841			800	303	1313	āśāditya tripāṭhi: mantrakoṣa
SA_T02_n2914u	anchor	1	1124	750.0	850.0	801	742	859	Śrīsahajasiddhi
SA_MB_bhuvanesvarimahastotramHK	inferred	47	846			802	293	1316	pṛthavīdharācārya: bhuvaneśvarīmahāstotra
SA_GK16_vamkalvu	anchor	23	944	700.0	899.0	802	690	923	Kāvyālaṅkārasūtra
SA_MB_kularnavaHK	inferred	43	838			803	290	1330	Unknown: kulārṇavatantra
SA_T06_bsa023_u	inferred	1	930			803	-11	1609	
SA_T01_n907u	inferred	1	965			804	10	1615	Vajravilāsinīstotra
SA_T01_n909u	inferred	1	962			804	14	1589	Vajrayoginyāḥ piṇḍārthastutiḥ
SA_GSP30_timudghu	anchor	8	913	700.0	899.0	805	686	916	Timirodghāṭana
SA_MB_siddhilasmiikotyahutidinakrtyaHK	inferred	29	841			806	269	1320	Unknown: siddhilakṣmīkoṭyāhutidinakṛtya
SA_GSP30_partr_pu	anchor	1	582	700.0	950.0	806	665	935	Parātriṃśikā
SA_K12_Āgama_Mahāmāyātantra_Damron_2014	inferred	11	862			807	270	1355	
SA_MB_unmattabhairavaHK	inferred	4	887			808	146	1453	Unknown: unmattabhairava
SA_MB_AnandatantramHK	inferred	39	852			809	302	1325	Unknown: ānandatantra
SA_T17_n996u	anchor	23	464	800.0	825.0	809	761	857	Mahāvyutpatti
SA_K12_Āgama-Kamalanātha_Hevajratantra-Ratnāvalī_Conlon_2023	inferred	54	850			810	298	1315	
SA_T11_bsa057_u	inferred	3	878			810	154	1468	Nyāyabindu Prakaraṇakārikā
SA_GS40_kalyanakaraka	anchor	84	1055	780.0	840.0	811	765	860	Kalyāṇakāraka
SA_T02_n1399u	anchor	3	854	775.0	850.0	812	761	859	Kāṇhapādasya dohākoṣa
SA_GSD36_visnu	anchor	29	419	700.0	1000.0	812	648	983	Viṣṇusmṛti
SA_MB_kakacandesvarimataHK	inferred	14	854			813	265	1354	Unknown: kākacaṇḍeśvarīmata
SA_MB_sivasamhita-HK	inferred	13	865			815	272	1345	Unknown: śivasaṃhita
SA_T01_n880u	inferred	1	1024			817	17	1586	Sattvārādhanagāthā
SA_GR13_sivmstpu	inferred	2	904			817	110	1530	Śivamahimnastava
SA_MB_saktisutramHK	inferred	13	859			818	273	1373	Unknown: śaktisūtra
SA_T02_n2984u	inferred	23	849			820	278	1351	Caryāsaṃgraha
SA_T02_Kamalanāntha_Hevajratantra-RatnāvalI_Conlon_2023	inferred	56	866			821	307	1343	
SA_MB_taaraarahasyavrttikaaHK	inferred	26	857			822	307	1342	Unknown: tārārahasyavṛttikā
SA_MB_varahitantramHK	inferred	108	865			822	319	1347	Unknown: vārāhītantra
SA_T02_mrtvutsu	inferred	1	1009			824	39	1625	Mṛtyuvañcanopadeśatārāsādhana
SA_T11_prpva	anchor	128	865	750.0	899.0	825	738	909	Pramāṇavārttikālaṃkara
SA_GSD36_visnu_pu	anchor	35	593	700.0	1000.0	825	652	990	Viṣṇusmṛti
SA_MB_mandalabraahmanopanisaHK	inferred	6	901			826	237	1398	Unknown: maṇḍalabrāhmaṇopaniṣat
SA_MB_sadhanamala1IHK	anchor	63	788	600.0	1100.0	827	567	1088	benoytosh bhattacharya: sādhanamālā Vol. 1
SA_MB_dhyanaratnavaliHK	inferred	38	881			828	319	1336	Unknown: dhyānaratnāvali
SA_T01_n844u	inferred	1	1015			830	47	1612	Gaṇeśastotra
SA_T02_n692u	anchor	40	1070	750.0	900.0	830	742	916	Cakrasaṃvaratantra Vol. 2
SA_MB_BrahmayamalaHK	inferred	38	889			830	317	1349	Unknown: brahmayāmala
SA_GP12_skprevku	anchor	136	682	600.0	1200.0	831	539	1125	Skanda-Purāṇa: Revākhaṇḍa
SA_T02_Abhayākaragupta_Buddhakapālatantra-Abhayapaddhati_Chog_2009	inferred	22	879			834	309	1356	
SA_MB_sivadharmaHK	inferred	30	884			835	312	1364	Unknown: śivadharma
SA_MB_saadhanamaalaa-IIHK	anchor	47	806	600.0	1100.0	835	571	1088	benoytosh bhattacharya: sādhanamālā Vol. 2
SA_MB_yogacudamanyupanisatHK	inferred	6	906			835	231	1439	Unknown: yogacūḍāmaṇyupaniṣat
SA_MB_NityatantraHK	inferred	4	921			836	190	1480	Unknown: nityākaulatantra
SA_MB_purascaryaarnava-I-HK	inferred	75	889			836	315	1355	Unknown: puraścaryārṇava volume 1
SA_GR13_mrgt3mpu	anchor	3	613	700.0	999.0	837	670	1012	Mṛgendrāgama [Mṛgendratantra]: 3. Caryāpāda
SA_GK16_rajkmimu	anchor	30	762	700.0	999.0	837	669	1004	Kāvyamīmāṃsā
SA_T04_n2850u	inferred	1	1031			838	16	1676	Svabhāvavāda
SA_T02_n2982u	inferred	5	931			839	229	1468	Mañjuvajramukhyākhyāna
SA_GP12_garup	anchor	130	523	700.0	1100.0	839	625	1051	Garuḍa-Purāṇa
SA_GR13_sivsutru	anchor	9	1108	800.0	875.0	839	789	889	Śivasūtra
SA_MB_diiksaapaddhatiHK	inferred	43	888			840	317	1356	Unknown: dīkṣāpaddhati
SA_T01_n820u	anchor	4	1038	800.0	880.0	841	793	888	Lokeśvaraśataka
SA_K12_namekvsu	anchor	1	942	600.0	1100.0	842	552	1116	Namaskāraikaviṃśatistotra [Namastāre-ekaviṃśatistotraguṇasahita/Tārā-ekaviṃśatistotra]
SA_T03_knavslou	anchor	1	785	700.0	1010.0	844	663	1031	Navaślokī
SA_GSP31_ttssarvu	inferred	2	978			844	111	1556	Sarvopakāriṇī
SA_T01_n843u	inferred	2	989			844	144	1546	Gaṇḍīstava
SA_MB_vimalavatiitantraHK	inferred	49	893			844	341	1343	vimalaśiva: vimalāvatītantra
SA_MB_candrajnaanaagamaHK	inferred	25	897			845	318	1383	Unknown: candrajñānāgama vīraśaiva rescension
SA_GSP30_spandkau	anchor	1	1063	700.0	999.0	846	679	1025	Spandakārikā
SA_GR14_prakassu	inferred	34	897			846	327	1359	Prakāśa-Saṃhitā [Pāñcarātra-Saṃhitā]
SA_T02_dipguhsu	anchor	9	618	800.0	899.0	847	788	905	Guhyasamājamaṇḍalavidhi
SA_GR14_sdahen_u	inferred	33	897			847	323	1351	Daśavidhahetunirūpaṇa
SA_GP12_garup2_u	anchor	60	590	700.0	1100.0	848	636	1062	Garuḍa-Purāṇa 2
SA_GK19_raggancu	inferred	2	968			848	137	1570	Mahāgaṇapatistotra
SA_MB_tantrabhidanaHK	inferred	101	899			848	339	1340	Unknown: tantrābhidhāna
SA_MB_kalikalpalataHK	inferred	17	904			849	299	1391	vimarśānandanātha: kālīkalpalatā
SA_T02_n2873u	inferred	1	1073			849	61	1654	Vāṅmaṇḍalanamaskāraślokāḥ
SA_T02_Dharmākaraśānti_Kālacakrabhagavatsādhanavidhi_Dhīḥ_1997	inferred	8	919			849	262	1413	
SA_GP12_garup3_u	anchor	41	603	700.0	1100.0	850	633	1067	Garuḍa-Purāṇa 3
SA_GK19_srngt_pu	anchor	10	985	800.0	899.0	850	794	910	Srngaratilaka
